name,brand,collection,price,price_category,gender,movement,case material,case_material_category,water_resistance,water_resistance_category,brand_country,brand_age,collection_price_tier,warrenty,power_reserve,dial,bracelet,PRODUCT_NAME_DETAIL,PRODUCT_PRICE_DETAIL,reference,brand_founded_year,brand_avg_price,brand_median_price,brand_price_std,brand_product_count,price_vs_brand_avg,price_percentile,price_zscore,is_price_outlier,collection_popularity,water_resistance_standardized,price_category_improved,case_diameter_numeric,case_size_category,brand_prestige_level
Luminor Due,Panerai,Luminor Due,402000,Luxury,Erkek,Otomatik,Paslanmaz Atelik,Steel,50m,Water Resistant,Italy,164,Ultra-Luxury Collection,8 Yıl,72 Saat,Gri,Paslanmaz Atelik,Luminor Due,402.000₺,PAM01387,1860,649664.06,473800,466149.7,89,-0.38121864,0.747006,0.09402682,FALSE,17,Yazme (50m),Premium,42,Bayak (40-44mm),Atok Prestijli
Seamaster Diver 300M,Omega,Seamaster,302600,Luxury,Erkek,Otomatik,Paslanmaz Atelik,Steel,300m,Diving,Switzerland,176,Ultra-Luxury Collection,5 Yıl,55 Saat,Siyah,Paslanmaz Atelik,Seamaster Diver 300M,302.600₺,210.30.42.20.01.001,1848,513525.72,401600,458838.5,140,-0.41074032,0.66167665,-0.085850514,FALSE,59,Professyonel Dalaay (300m+),Premium,42,Bayak (40-44mm),Atok Prestijli
Carrera Date,Tag Heuer,Carrera,148200,Mid-Range,Women,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Unknown,,Luxury Collection,5 Yıl,40 Saat,Mavi,Paslanmaz Atelik,Carrera Date,148.200₺,WBN2411.BA0621,,219025.56,179400,138288.27,133,-0.32336664,0.4269461,-0.36525756,FALSE,35,Snorkeling (100m),Orta Segment,29,Kaaak (<36mm),Prestijli
DolceVita,Longines,Elegance,78000,Budget,Women,Pilli,Paslanmaz Atelik,Steel,30m,Splash Resistant,Switzerland,192,Premium Collection,2 Yıl,,Gamaay,Krokodil,DolceVita,78.000₺,L5.512.4.71.0,1832,134676.78,131000,52081.965,267,-0.42083558,0.2227545,-0.4922937,FALSE,69,Ganlak Kullanam (30m),Ekonomik,23.3,Kaaak (<36mm),Orta Prestij
Carrera Date,Tag Heuer,Carrera,153400,Mid-Range,Women,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Unknown,,Luxury Collection,2 Yıl,40 Saat,Sedef,Paslanmaz Atelik,Carrera Date,153.400₺,WBN2410.BA0621,,219025.56,179400,138288.27,133,-0.29962513,0.44191617,-0.35584748,FALSE,35,Snorkeling (100m),Orta Segment,29,Kaaak (<36mm),Prestijli
Classima,Baume & Mercier,Classima,76300,Budget,Erkek,Otomatik,Paslanmaz Atelik,Steel,50m,Water Resistant,Switzerland,194,Entry Collection,2 Yıl,38 Saat,Gri,Tekstil,Classima,76.300₺,10695,1830,126401.04,120200,54582.965,96,-0.39636573,0.21586826,-0.49537006,FALSE,19,Yazme (50m),Ekonomik,42,Bayak (40-44mm),Orta Prestij
Spirit Pilot Flyback Chronograph,Longines,Avigation,256000,Mid-Range,Erkek,Elle Kurmala,Paslanmaz Atelik,Steel,100m,Water Resistant,Switzerland,192,Premium Collection,5 Yıl,68 Saat,Siyah,Paslanmaz Atelik,Spirit Pilot Flyback Chronograph,256.000₺,L3.721.4.53.6,1832,134676.78,131000,52081.965,267,0.9008474,0.6125749,-0.17017932,FALSE,36,Snorkeling (100m),Premium,39.5,Orta (36-40mm),Orta Prestij
Classic Fusion Ceramic King Gold,Hublot,Classic Fusion,546000,Ultra-Luxury,Unisex,Otomatik,Seramik,Ceramic,50m,Water Resistant,Switzerland,44,Ultra-Luxury Collection,2 Yıl,48 Saat,Siyah,Kauasuk,Classic Fusion Ceramic King Gold,546.000₺,565.CO.1480.RX,1980,842739.1,681200,419912.2,92,-0.35211268,0.8374252,0.35461372,FALSE,45,Yazme (50m),Laks,38,Orta (36-40mm),Atok Prestijli
HydroConquest,Longines,Diving,95000,Budget,Erkek,Otomatik,Paslanmaz Atelik,Steel,300m,Diving,Switzerland,192,Premium Collection,5 Yıl,72 Saat,Yeayil,Paslanmaz Atelik,HydroConquest,95.000₺,L3.781.4.06.6,1832,134676.78,131000,52081.965,267,-0.29460743,0.26077846,-0.46152994,FALSE,49,Professyonel Dalaay (300m+),Orta Segment,41,Bayak (40-44mm),Orta Prestij
Seamaster Aqua Terra 150M,Omega,Seamaster,320100,Luxury,Women,Otomatik,Paslanmaz Atelik,Steel,150m,Swimming,Switzerland,176,Ultra-Luxury Collection,5 Yıl,48 Saat,Mor,Paslanmaz Atelik,Seamaster Aqua Terra 150M,320.100₺,220.10.30.20.10.002,1848,513525.72,401600,458838.5,140,-0.37666216,0.6769461,-0.05418197,FALSE,59,Yazme (50m),Premium,30,Kaaak (<36mm),Atok Prestijli
Big Bang Meca-10 Frosted Carbon,Hublot,Big Bang,1.2948e+06,Ultra-Luxury,Erkek,Elle Kurmala,Karbon,Carbon,100m,Water Resistant,Switzerland,44,Ultra-Luxury Collection,2 Yıl,240 Saat,Askelet,Tekstil,Big Bang Meca-10 Frosted Carbon,1.294.800₺,444.QN.1170.NR,1980,842739.1,681200,419912.2,92,0.5364185,0.9571856,1.7096655,FALSE,43,Snorkeling (100m),Ultra Laks,42,Bayak (40-44mm),Atok Prestijli
Classic Fusion Ceramic Blue Chronograph,Hublot,Classic Fusion,603200,Ultra-Luxury,Erkek,Otomatik,Seramik,Ceramic,50m,Water Resistant,Switzerland,44,Ultra-Luxury Collection,2 Yıl,42 Saat,Mavi,Krokodil,Classic Fusion Ceramic Blue Chronograph,603.200₺,541.CM.7170.LR,1980,842739.1,681200,419912.2,92,-0.28423876,0.85988027,0.4581246,FALSE,45,Yazme (50m),Laks,42,Bayak (40-44mm),Atok Prestijli
Bvlgari Bvlgari,Bvlgari,Bvlgari Bvlgari,742000,Ultra-Luxury,Erkek,Otomatik,Altan,Gold,50m,Water Resistant,Italy,140,Luxury Collection,5 Yıl,42 Saat,Yeayil,Krokodil,Bvlgari Bvlgari,742.000₺,104112,1884,514079.38,416000,402732.22,63,0.4433569,0.894012,0.7093014,FALSE,14,Yazme (50m),Laks,39,Orta (36-40mm),Atok Prestijli
Conquest,Longines,Performance,109000,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Switzerland,192,Premium Collection,5 Yıl,72 Saat,Mavi,Paslanmaz Atelik,Conquest,109.000₺,L3.720.4.92.6,1832,134676.78,131000,52081.965,267,-0.19065483,0.3002994,-0.4361951,FALSE,57,Snorkeling (100m),Orta Segment,38,Orta (36-40mm),Orta Prestij
PRC 100 Solar,Tissot,T-Sport Collection,25190,Budget,Women,Pilli,Paslanmaz Atelik,Steel,100m,Water Resistant,Switzerland,171,Entry Collection,3 Yıl,,Mavi,Paslanmaz Atelik,PRC 100 Solar,25.190₺,T151.822.11.351.00,1853,30113.854,26090,13456.789,288,-0.16350794,0.08173653,-0.5878603,FALSE,97,Snorkeling (100m),Ekonomik,34,Kaaak (<36mm),Giriş Seviyesi
Top Time B01 Racing,Breitling,Top Time,361400,Luxury,Erkek,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Switzerland,140,Luxury Collection,5 Yıl,70 Saat,Siyah,Deri,Top Time B01 Racing,361.400₺,AB01771A1B1X1,1884,344131.2,317200,114878.734,125,0.05018086,0.71766466,0.020555796,FALSE,10,Snorkeling (100m),Premium,38,Orta (36-40mm),Prestijli
Classic Fusion Titanium Blue,Hublot,Classic Fusion,374400,Luxury,Erkek,Otomatik,Titanyum,Titanium,50m,Water Resistant,Switzerland,44,Ultra-Luxury Collection,2 Yıl,42 Saat,Mavi,Kauasuk,Classic Fusion Titanium Blue,374.400₺,511.NX.7170.RX,1980,842739.1,681200,419912.2,92,-0.5557344,0.7245509,0.044081,FALSE,45,Yazme (50m),Premium,45,Atok Bayak (>44mm),Atok Prestijli
Classic Fusion Chronograph Black Magic,Hublot,Classic Fusion,582400,Ultra-Luxury,Erkek,Otomatik,Seramik,Ceramic,50m,Water Resistant,Switzerland,44,Ultra-Luxury Collection,2 Yıl,48 Saat,Siyah,Kauasuk,Classic Fusion Chronograph Black Magic,582.400₺,521.CM.1171.RX,1980,842739.1,681200,419912.2,92,-0.30892017,0.8547904,0.42048427,FALSE,45,Yazme (50m),Laks,45,Atok Bayak (>44mm),Atok Prestijli
Classima,Baume & Mercier,Classima,42200,Budget,Erkek,Pilli,Paslanmaz Atelik,Steel,50m,Water Resistant,Switzerland,194,Entry Collection,2 Yıl,,Gri,Krokodil,Classima,42.200₺,10416,1830,126401.04,120200,54582.965,96,-0.666142,0.14401197,-0.5570785,FALSE,19,Yazme (50m),Ekonomik,42,Bayak (40-44mm),Orta Prestij
Classima,Baume & Mercier,Classima,42200,Budget,Erkek,Pilli,Paslanmaz Atelik,Steel,50m,Water Resistant,Switzerland,194,Entry Collection,2 Yıl,,Beyaz,Krokodil,Classima,42.200₺,10414,1830,126401.04,120200,54582.965,96,-0.666142,0.14401197,-0.5570785,FALSE,19,Yazme (50m),Ekonomik,42,Bayak (40-44mm),Orta Prestij
Speedmaster Moonwatch Professional,Omega,Speedmaster,413200,Luxury,Erkek,Elle Kurmala,Paslanmaz Atelik,Steel,50m,Water Resistant,Switzerland,176,Ultra-Luxury Collection,5 Yıl,50 Saat,Beyaz,Paslanmaz Atelik,Speedmaster Moonwatch Professional,413.200₺,310.30.42.50.04.001,1848,513525.72,401600,458838.5,140,-0.19536649,0.75389224,0.11429469,FALSE,25,Yazme (50m),Laks,42,Bayak (40-44mm),Atok Prestijli
Seamaster Aqua Terra 150M,Omega,Seamaster,506300,Ultra-Luxury,Erkek,Otomatik,Paslanmaz Atelik,Steel,150m,Swimming,Switzerland,176,Ultra-Luxury Collection,5 Yıl,60 Saat,Mavi,Kauasuk,Seamaster Aqua Terra 150M,506.300₺,220.12.43.22.03.002,1848,513525.72,401600,458838.5,140,-0.014070793,0.81856287,0.28277135,FALSE,59,Yazme (50m),Laks,43,Bayak (40-44mm),Atok Prestijli
PrimaLuna,Longines,Elegance,78000,Budget,Women,Pilli,Paslanmaz Atelik,Steel,30m,Splash Resistant,Switzerland,192,Premium Collection,2 Yıl,,Pembe,Paslanmaz Atelik,PrimaLuna,78.000₺,L8.122.4.99.6,1832,134676.78,131000,52081.965,267,-0.42083558,0.2227545,-0.4922937,FALSE,69,Ganlak Kullanam (30m),Ekonomik,30,Kaaak (<36mm),Orta Prestij
Classima,Baume & Mercier,Classima,76300,Budget,Erkek,Otomatik,Paslanmaz Atelik,Steel,50m,Water Resistant,Switzerland,194,Entry Collection,2 Yıl,38 Saat,Gri,Tekstil,Classima,76.300₺,10696,1830,126401.04,120200,54582.965,96,-0.39636573,0.21586826,-0.49537006,FALSE,19,Yazme (50m),Ekonomik,42,Bayak (40-44mm),Orta Prestij
Classima Moonphase Diamond Set,Baume & Mercier,Classima,129000,Mid-Range,Women,Otomatik,Paslanmaz Atelik,Steel,50m,Water Resistant,Switzerland,194,Entry Collection,2 Yıl,38 Saat,Sedef,Krokodil,Classima Moonphase Diamond Set,129.000₺,10633,1830,126401.04,120200,54582.965,96,0.020561209,0.36137724,-0.40000248,FALSE,19,Yazme (50m),Orta Segment,34,Kaaak (<36mm),Orta Prestij
Legend Diver,Longines,Diving,164000,Mid-Range,Erkek,Otomatik,Bronz,Other,300m,Diving,Switzerland,192,Premium Collection,5 Yıl,72 Saat,Yeayil,Deri,Legend Diver,164.000₺,L3.774.1.50.2,1832,134676.78,131000,52081.965,267,0.21773034,0.47664672,-0.3366654,FALSE,49,Professyonel Dalaay (300m+),Orta Segment,42,Bayak (40-44mm),Orta Prestij
Luminor Base Logo,Panerai,Luminor,272800,Mid-Range,Erkek,Elle Kurmala,Paslanmaz Atelik,Steel,100m,Water Resistant,Italy,164,Ultra-Luxury Collection,8 Yıl,72 Saat,Mavi,Kauasuk,Luminor Base Logo,272.800₺,PAM01623,1860,649664.06,473800,466149.7,89,-0.58009064,0.63053894,-0.13977753,FALSE,37,Snorkeling (100m),Premium,44,Bayak (40-44mm),Atok Prestijli
Big Bang Meca-10 Titanium,Hublot,Big Bang,1.0868e+06,Ultra-Luxury,Erkek,Elle Kurmala,Titanyum,Titanium,100m,Water Resistant,Switzerland,44,Ultra-Luxury Collection,2 Yıl,240 Saat,Askelet,Kauasuk,Big Bang Meca-10 Titanium,1.086.800₺,444.NX.1170.RX,1980,842739.1,681200,419912.2,92,0.2896043,0.9380239,1.3332622,FALSE,43,Snorkeling (100m),Ultra Laks,42,Bayak (40-44mm),Atok Prestijli
Bvlgari Bvlgari,Bvlgari,Bvlgari Bvlgari,557000,Ultra-Luxury,Women,Pilli,Altan,Gold,30m,Splash Resistant,Italy,140,Luxury Collection,5 Yıl,,Yeayil,Krokodil,Bvlgari Bvlgari,557.000₺,104111,1884,514079.38,416000,402732.22,63,0.08349029,0.84461075,0.37451965,FALSE,14,Ganlak Kullanam (30m),Laks,26,Kaaak (<36mm),Atok Prestijli
Top Time B31,Breitling,Top Time,291200,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Switzerland,140,Luxury Collection,5 Yıl,42 Saat,Beyaz,Paslanmaz Atelik,Top Time B31,291.200₺,AB3113281A1A1,1884,344131.2,317200,114878.734,125,-0.15381111,0.64461076,-0.106480315,FALSE,10,Snorkeling (100m),Premium,38,Orta (36-40mm),Prestijli
Primaluna Moonphase,Longines,Elegance,136000,Mid-Range,Women,Otomatik,Paslanmaz Atelik,Steel,30m,Splash Resistant,Switzerland,192,Premium Collection,5 Yıl,72 Saat,Gamaay,Paslanmaz Atelik,Primaluna Moonphase,136.000₺,L8.126.4.71.6,1832,134676.78,131000,52081.965,267,0.009825161,0.398503,-0.38733506,FALSE,69,Ganlak Kullanam (30m),Orta Segment,34,Kaaak (<36mm),Orta Prestij
Aluminium Chronograph,Bvlgari,Aluminium,227000,Mid-Range,Erkek,Otomatik,Alaminyum,Other,100m,Water Resistant,Italy,140,Premium Collection,5 Yıl,42 Saat,Mavi,Kauasuk,Aluminium Chronograph,227.000₺,104234,1884,514079.38,416000,402732.22,63,-0.55843395,0.5736527,-0.22265863,FALSE,11,Snorkeling (100m),Premium,41,Bayak (40-44mm),Atok Prestijli
Hampton,Baume & Mercier,Hampton,68100,Budget,Women,Pilli,Paslanmaz Atelik,Steel,50m,Water Resistant,Switzerland,194,Premium Collection,2 Yıl,,Mor,Dana Derisi,Hampton,68.100₺,10673,1830,126401.04,120200,54582.965,96,-0.46123862,0.19161677,-0.510209,FALSE,16,Yazme (50m),Ekonomik,35,Kaaak (<36mm),Orta Prestij
Conquest,Longines,Performance,109000,Mid-Range,Women,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Switzerland,192,Premium Collection,5 Yıl,72 Saat,Kahverengi,Paslanmaz Atelik,Conquest,109.000₺,L3.430.4.62.6,1832,134676.78,131000,52081.965,267,-0.19065483,0.3002994,-0.4361951,FALSE,57,Snorkeling (100m),Orta Segment,34,Kaaak (<36mm),Orta Prestij
Hampton,Baume & Mercier,Hampton,133700,Mid-Range,Women,Pilli,Paslanmaz Atelik,Steel,50m,Water Resistant,Switzerland,194,Premium Collection,2 Yıl,,Gri,Paslanmaz Atelik,Hampton,133.700₺,10631,1830,126401.04,120200,54582.965,96,0.057744447,0.38682634,-0.39149722,FALSE,16,Yazme (50m),Orta Segment,35,Kaaak (<36mm),Orta Prestij
Formula 1 Solargraph,Tag Heuer,Formula 1,96200,Budget,Erkek,Pilli,Paslanmaz Atelik,Steel,100m,Water Resistant,Unknown,,Premium Collection,2 Yıl,,Mavi,Paslanmaz Atelik,Formula 1 Solargraph,96.200₺,WBY1112.BA0042,,219025.56,179400,138288.27,133,-0.56078184,0.26796407,-0.4593584,FALSE,38,Snorkeling (100m),Orta Segment,38,Orta (36-40mm),Prestijli
Seamaster Diver 300M Co-Axial Master Chronometer,Omega,Seamaster,302600,Luxury,Erkek,Otomatik,Paslanmaz Atelik,Steel,300m,Diving,Switzerland,176,Ultra-Luxury Collection,5 Yıl,55 Saat,Yeayil,Paslanmaz Atelik,Seamaster Diver 300M Co-Axial Master Chronometer,302.600₺,210.30.42.20.10.001,1848,513525.72,401600,458838.5,140,-0.41074032,0.66167665,-0.085850514,FALSE,59,Professyonel Dalaay (300m+),Premium,42,Bayak (40-44mm),Atok Prestijli
Conquest Heritage Central Power Reserve,Longines,Watchmaking Tradition,203000,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,50m,Water Resistant,Switzerland,192,Premium Collection,5 Yıl,72 Saat,Bej,Krokodil,Conquest Heritage Central Power Reserve,203.000₺,L1.648.4.78.2,1832,134676.78,131000,52081.965,267,0.50731254,0.54131734,-0.26608977,FALSE,54,Yazme (50m),Premium,38,Orta (36-40mm),Orta Prestij
Serpenti Seduttori,Bvlgari,Serpenti,763000,Ultra-Luxury,Women,Otomatik,Atelik Altn,Gold,30m,Splash Resistant,Italy,140,Ultra-Luxury Collection,5 Yıl,50 Saat,Beyaz,Atelik Altn,Serpenti Seduttori,763.000₺,104058,1884,514079.38,416000,402732.22,63,0.48420662,0.8994012,0.74730366,FALSE,11,Ganlak Kullanam (30m),Laks,34,Kaaak (<36mm),Atok Prestijli
Avenger,Breitling,Avenger,228800,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,300m,Diving,Switzerland,140,Luxury Collection,2 Yıl,38 Saat,Siyah,Tekstil,Avenger,228.800₺,A17328101B1X1,1884,344131.2,317200,114878.734,125,-0.3351373,0.57724553,-0.2194013,FALSE,12,Professyonel Dalaay (300m+),Premium,42,Bayak (40-44mm),Prestijli
Hydroconquest GMT,Longines,Diving,156000,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,300m,Diving,Switzerland,192,Premium Collection,5 Yıl,72 Saat,Mavi,Paslanmaz Atelik,Hydroconquest GMT,156.000₺,L3.890.4.96.6,1832,134676.78,131000,52081.965,267,0.15832886,0.44880238,-0.35114244,FALSE,49,Professyonel Dalaay (300m+),Orta Segment,43,Bayak (40-44mm),Orta Prestij
Formula 1,Tag Heuer,Formula 1,91000,Budget,Erkek,Pilli,Paslanmaz Atelik,Steel,200m,Swimming,Unknown,,Premium Collection,2 Yıl,,Mavi,Paslanmaz Atelik,Formula 1,91.000₺,WAZ1118.BA0875,,219025.56,179400,138288.27,133,-0.5845234,0.2505988,-0.46876848,FALSE,38,Dalaay (200m),Ekonomik,41,Bayak (40-44mm),Prestijli
Chronomat GMT,Breitling,Chronomat,301600,Luxury,Erkek,Otomatik,Paslanmaz Atelik,Steel,200m,Swimming,Switzerland,140,Luxury Collection,2 Yıl,42 Saat,Siyah,Paslanmaz Atelik,Chronomat GMT,301.600₺,A32398101B1A1,1884,344131.2,317200,114878.734,125,-0.123590074,0.657485,-0.08766015,FALSE,19,Dalaay (200m),Premium,40,Orta (36-40mm),Prestijli
PRC 100 Solar,Tissot,T-Sport Collection,29980,Budget,Women,Pilli,Atelik Altn,Gold,100m,Water Resistant,Switzerland,171,Entry Collection,3 Yıl,,Sara,Atelik Altn,PRC 100 Solar,29.980₺,T151.822.33.021.00,1853,30113.854,26090,13456.789,288,-0.004444936,0.1002994,-0.57919216,FALSE,97,Snorkeling (100m),Ekonomik,34,Kaaak (<36mm),Giriş Seviyesi
Marine Torpilleur,Ulysse Nardin,Marine,525200,Ultra-Luxury,Erkek,Otomatik,Paslanmaz Atelik,Steel,50m,Water Resistant,Switzerland,178,Ultra-Luxury Collection,5 Yıl,60 Saat,Mavi,Kauasuk,Marine Torpilleur,525.200₺,1183-310-3/43,1846,1.3e+06,743600,1.5462441e+06,19,-0.596,0.8290419,0.3169734,FALSE,5,Yazme (50m),Laks,42,Bayak (40-44mm),Ultra Prestijli
Avigation BigEye,Longines,Avigation,200000,Mid-Range,Erkek,Otomatik,Titanyum,Titanium,30m,Splash Resistant,Switzerland,192,Premium Collection,5 Yıl,66 Saat,Mavi,Deri,Avigation BigEye,200.000₺,L2.816.1.93.2,1832,134676.78,131000,52081.965,267,0.485037,0.53532934,-0.27151868,FALSE,36,Ganlak Kullanam (30m),Premium,41,Bayak (40-44mm),Orta Prestij
Clifton,Baume & Mercier,Clifton,164500,Mid-Range,Erkek,Otomatik,Atelik Altn,Gold,50m,Water Resistant,Switzerland,194,Premium Collection,2 Yıl,120 Saat,Kahverengi,Dana Derisi,Clifton,164.500₺,10713,1830,126401.04,120200,54582.965,96,0.30141333,0.4778443,-0.3357606,FALSE,16,Yazme (50m),Orta Segment,40,Orta (36-40mm),Orta Prestij
Conquest,Longines,Performance,109000,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Switzerland,192,Premium Collection,5 Yıl,72 Saat,Siyah,Paslanmaz Atelik,Conquest,109.000₺,L3.720.4.52.6,1832,134676.78,131000,52081.965,267,-0.19065483,0.3002994,-0.4361951,FALSE,57,Snorkeling (100m),Orta Segment,38,Orta (36-40mm),Orta Prestij
Luminor Base Logo,Panerai,Luminor,272800,Mid-Range,Erkek,Elle Kurmala,Paslanmaz Atelik,Steel,100m,Water Resistant,Italy,164,Ultra-Luxury Collection,8 Yıl,72 Saat,Beyaz,Kauasuk,Luminor Base Logo,272.800₺,PAM01087,1860,649664.06,473800,466149.7,89,-0.58009064,0.63053894,-0.13977753,FALSE,37,Snorkeling (100m),Premium,44,Bayak (40-44mm),Atok Prestijli
Riviera,Baume & Mercier,Riviera,126000,Mid-Range,Women,Otomatik,Paslanmaz Atelik,Steel,50m,Water Resistant,Switzerland,194,Premium Collection,2 Yıl,38 Saat,Gri,Paslanmaz Atelik,Riviera,126.000₺,10730,1830,126401.04,120200,54582.965,96,-0.003172772,0.35748503,-0.4054314,FALSE,45,Yazme (50m),Orta Segment,33,Kaaak (<36mm),Orta Prestij
Serpenti Tubogas,Bvlgari,Serpenti,709000,Ultra-Luxury,Women,Pilli,Atelik Altn,Gold,30m,Splash Resistant,Italy,140,Ultra-Luxury Collection,5 Yıl,,Yeayil,Atelik Altn,Serpenti Tubogas,709.000₺,102790,1884,514079.38,416000,402732.22,63,0.3791645,0.8874251,0.6495836,FALSE,11,Ganlak Kullanam (30m),Laks,35,Kaaak (<36mm),Atok Prestijli
Spirit Zulu Time,Longines,Avigation,242000,Mid-Range,Erkek,Otomatik,Atelik Altn,Gold,100m,Water Resistant,Switzerland,192,Premium Collection,5 Yıl,72 Saat,Antrasit,Paslanmaz Atelik,Spirit Zulu Time,242.000₺,L3.812.5.53.6,1832,134676.78,131000,52081.965,267,0.7968948,0.5931138,-0.19551416,FALSE,36,Snorkeling (100m),Premium,42,Bayak (40-44mm),Orta Prestij
Aquaracer Professional 200 Date,Tag Heuer,Aquaracer,156000,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,200m,Swimming,Unknown,,Premium Collection,2 Yıl,38 Saat,Siyah,Paslanmaz Atelik,Aquaracer Professional 200 Date,156.000₺,WBP2110.BA0627,,219025.56,179400,138288.27,133,-0.2877544,0.44880238,-0.35114244,FALSE,50,Dalaay (200m),Orta Segment,40,Orta (36-40mm),Prestijli
Classima,Baume & Mercier,Classima,108900,Mid-Range,Women,Otomatik,Paslanmaz Atelik,Steel,50m,Water Resistant,Switzerland,194,Entry Collection,2 Yıl,42 Saat,Bordo,Paslanmaz Atelik,Classima,108.900₺,10691,1830,126401.04,120200,54582.965,96,-0.13845646,0.2952096,-0.43637607,FALSE,19,Yazme (50m),Orta Segment,34,Kaaak (<36mm),Orta Prestij
Seamaster Aqua Terra Shades,Omega,Seamaster,337600,Luxury,Erkek,Otomatik,Paslanmaz Atelik,Steel,150m,Swimming,Switzerland,176,Ultra-Luxury Collection,5 Yıl,55 Saat,Karmaza,Paslanmaz Atelik,Seamaster Aqua Terra Shades,337.600₺,220.10.38.20.13.003,1848,513525.72,401600,458838.5,140,-0.34258404,0.69251496,-0.022513427,FALSE,59,Yazme (50m),Premium,38,Orta (36-40mm),Atok Prestijli
Luminor Quaranta,Panerai,Luminor,378100,Luxury,Erkek,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Italy,164,Ultra-Luxury Collection,8 Yıl,72 Saat,Beyaz,Krokodil,Luminor Quaranta,378.100₺,PAM01371,1860,649664.06,473800,466149.7,89,-0.4180069,0.7272455,0.050776634,FALSE,37,Snorkeling (100m),Premium,40,Orta (36-40mm),Atok Prestijli
Aquaracer Professional 200 Solargraph,Tag Heuer,Aquaracer,130000,Mid-Range,Women,Pilli,Paslanmaz Atelik,Steel,200m,Swimming,Unknown,,Premium Collection,2 Yıl,,Sedef,Paslanmaz Atelik,Aquaracer Professional 200 Solargraph,130.000₺,WBP1312.BA0005,,219025.56,179400,138288.27,133,-0.40646198,0.3706587,-0.39819285,FALSE,50,Dalaay (200m),Orta Segment,34,Kaaak (<36mm),Prestijli
Master Collection,Longines,Watchmaking Tradition,142000,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,30m,Splash Resistant,Switzerland,192,Premium Collection,5 Yıl,72 Saat,Mavi,Paslanmaz Atelik,Master Collection,142.000₺,L2.919.4.92.6,1832,134676.78,131000,52081.965,267,0.05437627,0.41077843,-0.37647727,FALSE,54,Ganlak Kullanam (30m),Orta Segment,42,Bayak (40-44mm),Orta Prestij
Classima,Baume & Mercier,Classima,76300,Budget,Erkek,Otomatik,Paslanmaz Atelik,Steel,50m,Water Resistant,Switzerland,194,Entry Collection,2 Yıl,38 Saat,Siyah,Deri,Classima,76.300₺,10453,1830,126401.04,120200,54582.965,96,-0.39636573,0.21586826,-0.49537006,FALSE,19,Yazme (50m),Ekonomik,42,Bayak (40-44mm),Orta Prestij
Clifton,Baume & Mercier,Clifton,135900,Mid-Range,Erkek,Otomatik,Paslanmaz Atelik,Steel,50m,Water Resistant,Switzerland,194,Premium Collection,2 Yıl,120 Saat,Bej,Paslanmaz Atelik,Clifton,135.900₺,10793,1830,126401.04,120200,54582.965,96,0.075149365,0.3961078,-0.38751602,FALSE,16,Yazme (50m),Orta Segment,39,Orta (36-40mm),Orta Prestij
Spirit of Big Bang Titanium,Hublot,Big Bang,1.1388e+06,Ultra-Luxury,Erkek,Otomatik,Titanyum,Titanium,100m,Water Resistant,Switzerland,44,Ultra-Luxury Collection,2 Yıl,50 Saat,Askelet,Kauasuk,Spirit of Big Bang Titanium,1.138.800₺,642.NX.0170.RX,1980,842739.1,681200,419912.2,92,0.35130784,0.94251496,1.427363,FALSE,43,Snorkeling (100m),Ultra Laks,42,Bayak (40-44mm),Atok Prestijli
Big Bang One Click Joyful Steel Apple Green,Hublot,Big Bang,670800,Ultra-Luxury,Women,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Switzerland,44,Ultra-Luxury Collection,2 Yıl,40 Saat,Beyaz,Kauasuk,Big Bang One Click Joyful Steel Apple Green,670.800₺,485.SG.2210.RX.1222,1980,842739.1,681200,419912.2,92,-0.20402415,0.8817365,0.58045566,FALSE,43,Snorkeling (100m),Laks,33,Kaaak (<36mm),Atok Prestijli
Octo Roma,Bvlgari,Octo,367000,Luxury,Erkek,Otomatik,Paslanmaz Atelik,Steel,100m,Water Resistant,Italy,140,Ultra-Luxury Collection,5 Yıl,42 Saat,Yeayil,Kauasuk,Octo Roma,367.000₺,103925,1884,514079.38,416000,402732.22,63,-0.28610244,0.72035927,0.03068973,FALSE,16,Snorkeling (100m),Premium,41,Bayak (40-44mm),Atok Prestijli
